t_in,ts_in,t_out,ts_out,dt,th,cl,fn,fn_in,fn_out
1567774418.089,20190906_05:53:38,1567774418.092,20190906_05:53:38,0.003000020980834961,ThreadPoolExecutor-72_0,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",True
1567774418.13,20190906_05:53:38,1567774442.878,20190906_05:54:02,24.747999906539917,MainThread,,simul,"({<built-in function sleep>: (4,), <function wrapper at 0x0000000019D6BEB8>: ()},)",
1567774418.134,20190906_05:53:38,1567774442.828,20190906_05:54:02,24.694000005722046,ThreadPoolExecutor-73_1,,needle_wash,(),
1567774418.137,20190906_05:53:38,1567774424.811,20190906_05:53:44,6.674000024795532,ThreadPoolExecutor-73_1,Autosampler,goto,"('wash', 'contents', 'etoh')",
1567774430.47,20190906_05:53:50,1567774437.164,20190906_05:53:57,6.694000005722046,ThreadPoolExecutor-73_1,Autosampler,goto,"('wash', 'contents', 'water')",
1567774442.878,20190906_05:54:02,1567774442.898,20190906_05:54:02,0.019999980926513672,MainThread,Mfcs,set,"('inlet', 'wash', 1.5)",
1567774442.898,20190906_05:54:02,1567774442.918,20190906_05:54:02,0.019999980926513672,MainThread,Manifold,close,"('inlet', 'wash')",
1567774442.908,20190906_05:54:02,1567774442.918,20190906_05:54:02,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    5
Name: 0, dtype: int64,)",
1567774442.908,20190906_05:54:02,1567774442.918,20190906_05:54:02,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    5
Name: 0, dtype: int64,)",True
1567774444.28,20190906_05:54:04,1567775222.115,20190906_06:07:02,777.835000038147,MainThread,,iteration,"(index                    35
n                        35
s                        35
r                         2
c                        11
well                    C12
series                 +n+s
conc_fluorophore          0
conc_dna                  0
vol                   3e-05
amt_fluorophore           0
amt_dna                   0
needle_wash               1
sheath                    1
x                   101.493
y                    30.749
z                     -0.85
Name: 23, dtype: object, index                    35
n                        35
s                        35
r                         2
c                        11
well                    C12
well_waste              A12
series                 +n+s
conc_fluorophore          0
conc_dna                  0
vol                   8e-06
amt_fluorophore           0
amt_dna                   0
needle_wash               1
sheath                    1
x                   101.493
y                    30.749
z                     -0.85
intensity               NaN
plate_reader            NaN
qpcr                    NaN
Name: 23, dtype: object)",
1567774444.29,20190906_05:54:04,1567774688.319,20190906_05:58:08,244.02900004386902,MainThread,,prime,"(index                    35
n                        35
s                        35
r                         2
c                        11
well                    C12
series                 +n+s
conc_fluorophore          0
conc_dna                  0
vol                   3e-05
amt_fluorophore           0
amt_dna                   0
needle_wash               1
sheath                    1
x                   101.493
y                    30.749
z                     -0.85
Name: 23, dtype: object,)",
1567774444.29,20190906_05:54:04,1567774455.457,20190906_05:54:15,11.16700005531311,MainThread,Autosampler,goto,"('plate', 'well', 'C12')",
1567774455.458,20190906_05:54:15,1567774455.464,20190906_05:54:15,0.006000041961669922,MainThread,Mfcs,set,"('inlet', 'sampler', 15)",
1567774455.465,20190906_05:54:15,1567774455.48,20190906_05:54:15,0.015000104904174805,MainThread,Manifold,open,"('inlet', 'sampler')",
1567774455.47,20190906_05:54:15,1567774455.478,20190906_05:54:15,0.007999897003173828,MainThread,Manifold,depressurize,"(valve    6
Name: 0, dtype: int64,)",
1567774455.472,20190906_05:54:15,1567774455.476,20190906_05:54:15,0.004000186920166016,MainThread,Manifold,read_valve,"(valve    6
Name: 0, dtype: int64,)",False
1567774455.481,20190906_05:54:15,1567774633.161,20190906_05:57:13,177.6800000667572,MainThread,,to_waste,"(175,)",
1567774455.483,20190906_05:54:15,1567774456.822,20190906_05:54:16,1.3389999866485596,MainThread,,open_waste,(),
1567774455.485,20190906_05:54:15,1567774455.498,20190906_05:54:15,0.013000011444091797,MainThread,Manifold,open,"('valve', 0)",
1567774455.49,20190906_05:54:15,1567774455.498,20190906_05:54:15,0.007999897003173828,MainThread,Manifold,depressurize,"(valve    0
Name: 0, dtype: int64,)",
1567774455.492,20190906_05:54:15,1567774455.496,20190906_05:54:15,0.003999948501586914,MainThread,Manifold,read_valve,"(valve    0
Name: 0, dtype: int64,)",False
1567774455.751,20190906_05:54:15,1567774455.765,20190906_05:54:15,0.014000177383422852,MainThread,Manifold,open,"('valve', 1)",
1567774455.756,20190906_05:54:15,1567774455.764,20190906_05:54:15,0.007999897003173828,MainThread,Manifold,depressurize,"(valve    1
Name: 0, dtype: int64,)",
1567774455.758,20190906_05:54:15,1567774455.762,20190906_05:54:15,0.004000186920166016,MainThread,Manifold,read_valve,"(valve    1
Name: 0, dtype: int64,)",False
1567774456.017,20190906_05:54:16,1567774456.032,20190906_05:54:16,0.015000104904174805,MainThread,Manifold,open,"('valve', 2)",
1567774456.022,20190906_05:54:16,1567774456.031,20190906_05:54:16,0.008999824523925781,MainThread,Manifold,depressurize,"(valve    2
Name: 0, dtype: int64,)",
1567774456.025,20190906_05:54:16,1567774456.029,20190906_05:54:16,0.003999948501586914,MainThread,Manifold,read_valve,"(valve    2
Name: 0, dtype: int64,)",False
1567774456.288,20190906_05:54:16,1567774456.298,20190906_05:54:16,0.009999990463256836,MainThread,Manifold,open,"('valve', 3)",
1567774456.288,20190906_05:54:16,1567774456.298,20190906_05:54:16,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    3
Name: 0, dtype: int64,)",
1567774456.288,20190906_05:54:16,1567774456.298,20190906_05:54:16,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    3
Name: 0, dtype: int64,)",False
1567774456.558,20190906_05:54:16,1567774456.568,20190906_05:54:16,0.009999990463256836,MainThread,Manifold,open,"('valve', 4)",
1567774456.558,20190906_05:54:16,1567774456.568,20190906_05:54:16,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    4
Name: 0, dtype: int64,)",
1567774456.558,20190906_05:54:16,1567774456.568,20190906_05:54:16,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    4
Name: 0, dtype: int64,)",False
1567774631.828,20190906_05:57:11,1567774633.16,20190906_05:57:13,1.3320000171661377,MainThread,,close_waste,(),
1567774631.828,20190906_05:57:11,1567774631.838,20190906_05:57:11,0.009999990463256836,MainThread,Manifold,close,"('valve', 4)",
1567774631.828,20190906_05:57:11,1567774631.838,20190906_05:57:11,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    4
Name: 0, dtype: int64,)",
1567774631.828,20190906_05:57:11,1567774631.838,20190906_05:57:11,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    4
Name: 0, dtype: int64,)",True
1567774632.098,20190906_05:57:12,1567774632.108,20190906_05:57:12,0.009999990463256836,MainThread,Manifold,close,"('valve', 3)",
1567774632.098,20190906_05:57:12,1567774632.108,20190906_05:57:12,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    3
Name: 0, dtype: int64,)",
1567774632.098,20190906_05:57:12,1567774632.108,20190906_05:57:12,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    3
Name: 0, dtype: int64,)",True
1567774632.359,20190906_05:57:12,1567774632.374,20190906_05:57:12,0.015000104904174805,MainThread,Manifold,close,"('valve', 2)",
1567774632.364,20190906_05:57:12,1567774632.372,20190906_05:57:12,0.007999897003173828,MainThread,Manifold,pressurize,"(valve    2
Name: 0, dtype: int64,)",
1567774632.367,20190906_05:57:12,1567774632.37,20190906_05:57:12,0.0029997825622558594,MainThread,Manifold,read_valve,"(valve    2
Name: 0, dtype: int64,)",True
1567774632.625,20190906_05:57:12,1567774632.64,20190906_05:57:12,0.015000104904174805,MainThread,Manifold,close,"('valve', 1)",
1567774632.63,20190906_05:57:12,1567774632.639,20190906_05:57:12,0.008999824523925781,MainThread,Manifold,pressurize,"(valve    1
Name: 0, dtype: int64,)",
1567774632.633,20190906_05:57:12,1567774632.636,20190906_05:57:12,0.003000020980834961,MainThread,Manifold,read_valve,"(valve    1
Name: 0, dtype: int64,)",True
1567774632.892,20190906_05:57:12,1567774632.908,20190906_05:57:12,0.016000032424926758,MainThread,Manifold,close,"('valve', 0)",
1567774632.897,20190906_05:57:12,1567774632.906,20190906_05:57:12,0.008999824523925781,MainThread,Manifold,pressurize,"(valve    0
Name: 0, dtype: int64,)",
1567774632.9,20190906_05:57:12,1567774632.904,20190906_05:57:12,0.003999948501586914,MainThread,Manifold,read_valve,"(valve    0
Name: 0, dtype: int64,)",True
1567774633.163,20190906_05:57:13,1567774688.318,20190906_05:58:08,55.15499997138977,MainThread,,to_collector,"(55, 1.0)",
1567774633.165,20190906_05:57:13,1567774633.18,20190906_05:57:13,0.015000104904174805,MainThread,Manifold,open,"('outlet', 'collector')",
1567774633.17,20190906_05:57:13,1567774633.178,20190906_05:57:13,0.007999897003173828,MainThread,Manifold,depressurize,"(valve    7
Name: 0, dtype: int64,)",
1567774633.172,20190906_05:57:13,1567774633.176,20190906_05:57:13,0.004000186920166016,MainThread,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",False
1567774633.181,20190906_05:57:13,1567774688.3,20190906_05:58:08,55.11899995803833,MainThread,,sheath,"(55,)",
1567774661.183,20190906_05:57:41,1567774661.197,20190906_05:57:41,0.01399993896484375,MainThread,Manifold,close,"('name', 'sheath')",
1567774661.188,20190906_05:57:41,1567774661.196,20190906_05:57:41,0.00800013542175293,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567774661.19,20190906_05:57:41,1567774661.194,20190906_05:57:41,0.003999948501586914,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567774661.298,20190906_05:57:41,1567774661.308,20190906_05:57:41,0.009999990463256836,MainThread,Manifold,open,"('name', 'sheath')",
1567774661.298,20190906_05:57:41,1567774661.308,20190906_05:57:41,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567774661.298,20190906_05:57:41,1567774661.308,20190906_05:57:41,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567774688.184,20190906_05:58:08,1567774688.194,20190906_05:58:08,0.009999990463256836,MainThread,Manifold,close,"('name', 'sheath')",
1567774688.184,20190906_05:58:08,1567774688.194,20190906_05:58:08,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567774688.184,20190906_05:58:08,1567774688.194,20190906_05:58:08,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567774688.284,20190906_05:58:08,1567774688.299,20190906_05:58:08,0.015000104904174805,MainThread,Manifold,open,"('name', 'sheath')",
1567774688.289,20190906_05:58:08,1567774688.298,20190906_05:58:08,0.009000062942504883,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567774688.292,20190906_05:58:08,1567774688.295,20190906_05:58:08,0.003000020980834961,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567774688.302,20190906_05:58:08,1567774688.316,20190906_05:58:08,0.01399993896484375,MainThread,Manifold,close,"('outlet', 'collector')",
1567774688.307,20190906_05:58:08,1567774688.315,20190906_05:58:08,0.00800013542175293,MainThread,Manifold,pressurize,"(valve    7
Name: 0, dtype: int64,)",
1567774688.309,20190906_05:58:08,1567774688.312,20190906_05:58:08,0.003000020980834961,MainThread,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",True
1567774689.698,20190906_05:58:09,1567774926.404,20190906_06:02:06,236.70600008964539,MainThread,,collect,"(index                    35
n                        35
s                        35
r                         2
c                        11
well                    C12
well_waste              A12
series                 +n+s
conc_fluorophore          0
conc_dna                  0
vol                   8e-06
amt_fluorophore           0
amt_dna                   0
needle_wash               1
sheath                    1
x                   101.493
y                    30.749
z                     -0.85
intensity               NaN
plate_reader            NaN
qpcr                    NaN
Name: 23, dtype: object,)",
1567774689.698,20190906_05:58:09,1567774692.418,20190906_05:58:12,2.7200000286102295,MainThread,FractionCollector,goto,"('plate', 'well', 'C12')",
1567774692.418,20190906_05:58:12,1567774925.38,20190906_06:02:05,232.96200013160706,MainThread,,to_collector,"(232.79999999999998, 1.0)",
1567774692.418,20190906_05:58:12,1567774692.428,20190906_05:58:12,0.009999990463256836,MainThread,Manifold,open,"('outlet', 'collector')",
1567774692.418,20190906_05:58:12,1567774692.428,20190906_05:58:12,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    7
Name: 0, dtype: int64,)",
1567774692.428,20190906_05:58:12,1567774692.428,20190906_05:58:12,0.0,MainThread,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",False
